ModelPartsID,ModelYear,CarLineCode,TrimLevel,PartNumber,AccessoryName,AccessoryNameFR,AdditionalDescriptionEn,AdditionalDescriptionFr,RestrictionEn,RestrictionFr,PartResidualVal,IsPopular,MSRP,StandardInstallTime,DisplayOrder
9151,2025,C90M,WXLF85CC00,C9N1V3922,Tow Hitch Drawbar,Barre d’attelage de remorquage,The Mazda Tow Hitch Drawbar is a must-have accessory for towing. It includes a sturdy ball mount that attaches to your vehicle's hitch receiver. (Ball sold separately). ,La barre d’attelage de remorquage Mazda est un accessoire indispensable pour le remorquage. Il comprend un support à billes robuste qui se fixe au récepteur d’attelage de votre véhicule. (Balle vendue séparément). ,  ,,,FALSE,126.29,0,703
9152,2025,C90M,WXLF85CC00,C9N1V7782,Tow Brake Controller,Contrôleur de frein de remorquage,"Our Brake Controller communicates with the brake system of your Mazda CX-90 to help instill confidence and stability when braking while towing. Controls all brake settings with a simple push-button rotary knob. Clean, dash-mounted, OEM-style user interface with 10 tri-color LEDs. Image shows Trailer Hitch, Harness, Tow Ball Mount and Brake Controller.","Notre contrôleur de freins communique avec le système de freinage de votre Mazda CX-90 pour vous aider à instaurer la confiance et la stabilité lors du freinage pendant le remorquage. Contrôle tous les paramètres de freinage à l'aide d'un simple bouton rotatif. Interface utilisateur propre, montée sur le tableau de bord, de style constructeur, avec 10 LED tricolores. L'image montre l'attelage de r",  ,,,FALSE,384.99,0.5,703
9153,2025,C90M,WXLF85CC00,KMV6V3450,Splash Guard - Front (Matte Black),Garde-boue - Avant (Noir mat),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,125.44,0.3,302
9154,2025,C90M,WXLF85CC00,KMV6V3460,Splash Guard - Rear (Matte Black),Garde-boue - Arrière (Noir mat),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,125.44,0.3,302
9155,2025,C90M,WXLF85CC00,000088120DPB,Wheel Locks - 21mm,Écrous de roues antivol - 21mm,Protect your investment and help keep your alloy wheels safe from theft with our custom-keyed wheel locks.  ,Protégez votre investissement et éloignez les voleurs de vos jantes en alliage avec nos verrous de roue ajustés sur mesure.  ,,,,TRUE,45.58,0.2,305
9156,2025,C90M,WXLF85CC00,C9N2V9740,Wheel Locks -Black (2-Hex),Écrous de roues antivol - noirs (2 hexagonaux),Protect your investment and help keep your alloy wheels safe from theft with our custom-keyed wheel locks.  Package Qty of 4. ,Protégez votre investissement et éloignez les voleurs de vos jantes en alliage avec nos verrous de roue ajustés sur mesure.  Quantité par paquet de 4. ,,,,FALSE,92.95,0.1,305
9157,2025,C90M,WXLF85CC00,000088016446V,Touch-Up Paint Pen-Soul Red Crystal Metallic (46V),Crayon ret-peinture -Rouge vibrant cristal (46V),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Soul Red Crystal Metallic (46V) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Rouge vibrant cristal métallisé (46V) de votre véhicule. ,,,,FALSE,18.5,0,903
9158,2025,C90M,WXLF85CC00,0000880164A4D,Touch-Up Paint Pen - Arctic White (A4D),Crayon ret-peinture -Blanc arctique (A4D),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Arctic White (A4D) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Blanc arctique (A4D) de votre véhicule. ,,,,FALSE,14.5,0,903
9159,2025,C90M,WXLF85CC00,000088016451K,Touch-Up Paint Pen - Rhodium White Metallic (51K),Crayon ret-peinture -  Blanc rhodium métal (51K),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Rhodium White Metallic (51K) colour.  ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante  Blanc rhodium métallisé (51K) de votre véhicule. ,,,,FALSE,14.5,0,903
9160,2025,C90M,WXLF85CC00,000088016451F,Touch-Up Pen - Artisan Red Crystal Metallic 51F,Crayon ret-peinture-Rouge artisanal métallisé 51F,Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Artisan Red Crystal Metallic - 51F.  ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Rouge artisanal métallisé - 51F  ,,,,FALSE,14.5,0,903
9161,2025,C90M,WXLF85CC00,000088016441W,Touch-Up Paint Pen - Jet Black Mica (41W),Crayon ret-peinture - Noir de jais mica (41W),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Jet Black Mica (41W) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Noir de jais mica (41W) de votre véhicule. ,,,,FALSE,14.5,0,903
9162,2025,C90M,WXLF85CC00,000088016442M,Touch-Up Paint Pen - Deep Crystal Blue Mica (42M),Crayon ret-peinture - Bleu cristal foncé Mica 42M,Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Deep Crystal Blue Mica (42M) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Bleu cristal foncé mica (42M) de votre véhicule. ,,,,FALSE,14.5,0,903
9163,2025,C90M,WXLF85CC00,000088016447S,Touch-Up Paint Pen -Platinum Quartz Metallic (47S),Crayon ret-peinture - Quartz platine métal (47S),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Platinum Quartz Metallic (47S) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Quartz platine métallisé (47S) de votre véhicule. ,,,,FALSE,14.5,0,903
9164,2025,C90M,WXLF85CC00,000088016445P,Touch-Up Paint Pen - Sonic Silver Metallic (45P),Crayon ret-peinture - Argent sonique métal (45P),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Sonic Silver Metallic (45P) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Argent sonique métallisé (45P) de votre véhicule. ,,,,,14.5,0,903
9165,2025,C90M,WXLF85CC00,000088016446G,Touch-Up Paint Pen - Machine Grey Metallic (46G),Crayon ret-peinture - Gris mécanique métal (46G),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Machine Grey Metallic (46G) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Gris mécanique métallisé (46G) de votre véhicule. ,,,,TRUE,14.5,0,305
9166,2025,C90M,WXLF85CC00,KEMEV3450 51,Splash Guard - Front (Jet Black 41W),Garde-boue - Avant (Noir de jais mica 41W),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9167,2025,C90M,WXLF85CC00,KEMEV3460 51,Splash Guard - Rear (Jet Black 41W),Garde-boue - Arrière (Noir de jais mica 41W),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9168,2025,C90M,WXLF85CC00,KEMEV3450 SZ,Splash Guard - Front Rhodium White (51K),Garde-boue - Avant (Blanc rhodium métallisé 51K),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9169,2025,C90M,WXLF85CC00,KEMEV3460 SZ,Splash Guard - Rear Rhodium White (51K),Garde-boue - Arrière Blanc rhodium métallisé (51K),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9170,2025,C90M,WXLF85CC00,KEMEV3450 PR,Splash Guard - Front Soul Red Crystal (46V),Garde-boue-Avant-Rouge cristal vibrant métalli46V,Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9171,2025,C90M,WXLF85CC00,KEMEV3460 PR,Splash Guard - Rear Soul Red Crystal (46V),Garde-boue - Arrière Blanc Rouge cristal 46V,Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9172,2025,C90M,WXLF85CC00,KEMEV3450 TF,Splash Guard - Front Artisan Red (51F),Garde-boue - Avant (Rouge artisanal métallisé),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9173,2025,C90M,WXLF85CC00,KEMEV3460 TF,Splash Guard - Rear Artisan Red(51F),Garde-boue - Arrière Rouge cristal vibrant (51F),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,214.99,0.3,302
9174,2025,C90M,WXLF85CC00,KMV6V4590,Mazda Logo Welcome Light,Lumière de bienvenue avec logo Mazda,Add convenience and style to your Mazda with Mazda Logo Welcome Light. You can enjoy an interior ambiance that’s completely in harmony with the refined interior of your Mazda. Front footwell only. ,Ajoutez de la commodité et du style à votre Mazda avec le logo Mazda Welcome Light. Vous pourrez profiter d’une ambiance intérieure en parfaite harmonie avec l’intérieur raffiné de votre Mazda. Plancher avant uniquement. ,,,,FALSE,155.74,1.3,306
9175,2025,C90M,WXLF85CC00,00BH883C9024,Block Heater,Chauffe-bloc,Don't get caught out in the cold. Protect your engine from frigid Canadian winters. ,Ne vous laissez pas surprendre par le froid. Protégez votre moteur contre les rudes hivers canadiens. ,MHEV only,MHEV uniquement,400,FALSE,334.95,2,301
9176,2025,C90M,WXLF85CC00,KMV6V3990,Running Boards,Marchepieds,"Upgrade your Mazda with our new Running Boards, designed for both style and convenience. These durable, non-slip running boards provide an easy step up, enhancing accessibility and adding a touch of rugged elegance to your vehicle. Built to withstand the elements, they integrate seamlessly with your Mazda’s design. Make every journey easier and more stylish with Mazda Running Boards.","Améliorez votre Mazda avec nos nouveaux marchepieds, conçus pour le style et la commodité. Ces marchepieds durables et antidérapants permettent une montée facile, améliorant l'accessibilité et ajoutant une touche d'élégance robuste à votre véhicule. Conçus pour résister aux éléments, ils s’intègrent parfaitement au design de votre Mazda. Rendez chaque trajet plus facile et plus élégant avec les ma",Not available with Front Splash Guards installed,Non disponible avec les garde-boue avant installés,,FALSE,1263.53,1.8,301
9177,2025,C90M,WXTF85AA00,KMV666EZ1A,Navigation SD Card,Carte SD de navigation,"Endless destinations await with our accessory navigation system which is integrated into the MAZDA CONNECT™ infotainment system, our accessory navigation includes lane guidance, speed limit alerts, and voice command functions.  ","Des destinations sans fin vous attendent avec notre accessoire de navigation intégré au système info-divertissement MAZDA CONNECT ™, notre accessoire de navigation comprend le guidage de voie, les alertes de limite de vitesse et les fonctions de commande vocale.  ",,,570,TRUE,652.03,0,101
9178,2025,C90M,WXTF85AA00,C9N1V0450,"Key Fob Cover, Carbon Fiber",Couvercle de porte - Clé en fibre de carbon,Mazda Carbon Fibre Key Fob Cover help protect your key fob from scratches and damage. ,La housse de porte-clés Mazda en fibre de carbone protège votre porte-clés des rayures et des dommages. ,,,,FALSE,89.95,0,104
9179,2025,C90M,WXTF85AA00,KEMEV0350,All-Weather Floor Mat Front,Protège-moquettes toutes saisons de face,"Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,,221.38,0,502
9180,2025,C90M,WXTF85AA00,KMV7V0350,All-Weather Floor Mat Captain's Seats,Tapis protecteurs toutes saisons,"(Captain's Seats W/ Center Walkthrough, 2nd and 3rd Rows Mats Only) Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","(fauteuils capitaine avec passage central, tapis des 2e et 3e rangées seulement) Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ","Do not place on top of other floor mats. (Captain's Seats W/ Center Walkthrough, 2nd and 3rd Rows Mats Only) ","Ne pas placer sur d'autres protège-moquettes. Banc (ensemble arrière) (fauteuils capitaine avec passage central, tapis des 2e et 3e rangées seulement) ",,,215.24,0,502
9181,2025,C90M,WXTF85AA00,KMW8V0350,All-Weather Floor Mat Captain's Seats,Tapis protecteurs toutes saisons,"(For Captain's Seats W/ Center Console, 2nd and 3rd Rows Mats Only) Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","(cap. avec console, utilisation par le concessionnaire, pour les fauteuils capitaine avec console centrale, tapis de 2e et 3e) Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ","Do not place on top of other floor mats. (For Captain's Seats W/ Center Console, 2nd and 3rd Rows Mats Only) ","Ne pas placer sur d'autres protège-moquettes. Banc (ensemble arrière)  (cap. avec console, utilisation par le concessionnaire, pour les fauteuils capitaine avec console centrale, tapis de 2e et 3e) ",,,181.57,0,502
9182,2025,C90M,WXTF85AA00,BDTVV9090,Alloy Pedal Kit,Pédale en alliage - Trousse,"Our high-quality alloy pedals give your interior a sporty, more powerful appearance. ",Nos pédales en alliage de haute qualité donnent à votre habitacle une allure performante et sportive. ,,,,FALSE,336,0.5,503
9183,2025,C90M,WXTF85AA00,KMV6V7210,Digital Rearview Mirror w/ Homelink,Rétroviseur numérique avec Homelink,"The Genuine Mazda Accessory Framless Auto Dimming Rearview Mirror lets you program your garage door, entry gates and security lights to operate at the touch of a button. And the smart mirror system with frameless design automatically adjusts to reduce glare from headlights behind you. ","Le rétroviseur sans cadre à auto-atténuation, accessoire d'origine Mazda, vous permet de programmer le fonctionnement de votre porte de garage, de votre portail d'entrée et de votre éclairage de sécurité, à la seule pression d'un bouton. Et le système de rétroviseur intelligent avec design sans cadre s'ajuste automatiquement pour réduire les reflets éblouissants des phares derrière vous. ",,,410,FALSE,1409.7,1.8,503
9184,2025,C90M,WXTF85AA00,00VPCX90FL10,Floor Liner - First Row,Tapis-doublure de plancher - 1re rangée,"Combine style and function with our custom-fitted premium floor liners. Features patented anti-skid fibre technology, a striking design, and will protect your Mazda for years to come.  ","Combinez style et fonctionnalité avec notre revêtement de plancher de qualité supérieure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre Mazda pour de nombreuses années.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,TRUE,199.99,0,500
9185,2025,C90M,WXTF85AA00,00VPCX90CH20,Floor Liner - Second Row,Tapis-doublure de plancher - 2e rangée,"Combine style and function with our custom-fitted premium floor liners. Features patented anti-skid fibre technology, a striking design, and will protect your Mazda for years to come. ","Combinez style et fonctionnalité avec notre revêtement de plancher de qualité supérieure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre Mazda pour de nombreuses années.  ",Do not place on top of other floor mats. ,Ne pas placer sur d'autres protège-moquettes. ,,FALSE,154.99,0,500
9186,2025,C90M,WXTF85AA00,00VPCX90CH30,Floor Liner - Third Row,Tapis-doublure de plancher - 3e rangée,"Combine style and function with our custom-fitted, premium floor liners. Features patented anti-skid fiber technology, a striking design, and will protect your CX-90 for years to come. (Captain's Seats W/ Center Walkthrough) ","Combinez style et fonctionnalité avec notre revêtement de plancher haut de gamme sur mesure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre CX-90 pour de nombreuses années. (Sièges du capitaine avec procédure pas à pas centrale)  ",Do not place on top of other floor mats. 3rd Row (Captain's Seats W/ Center Walkthrough) ,Ne pas placer sur d'autres protège-moquettes. 3e rangée (Sièges du capitaine avec procédure pas à pas centrale) ,,,164.99,0,500
9187,2025,C90M,WXTF85AA00,00VPCX90CH3Y,Floor Liner - Third Row,Tapis-doublure de plancher - 3e rangée,"Combine style and function with our custom-fitted, premium floor liners. Features patented anti-skid fiber technology, a striking design, and will protect your CX-90 for years to come. (For Captain's Seats W/ Center Console) ","Combinez style et fonctionnalité avec notre revêtement de plancher haut de gamme sur mesure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre CX-90 pour de nombreuses années. (Pour les sièges du capitaine avec console centrale)  ",Do not place on top of other floor mats. 3rd Row (For Captain's Seats W/ Center Console) ,Ne pas placer sur d'autres protège-moquettes. 3e rangée (Pour les sièges du capitaine avec console centrale) ,,,154.99,0,500
9188,2025,C90M,WXTF85AA00,KAAA66CHXD,Wireless Charger,Chargeur sans fils,"Charge your Qi enabled smartphone with our Wireless Charging Pad! Simply place your phone on the charging pad until the indicator light turns green, then go about your daily routine. For AWD vehicles. ","Rechargez votre smartphone compatible Qi avec notre chargeur sans fil! Placez simplement votre téléphone sur le chargeur jusqu'à ce que le voyant devienne vert, puis suivez votre routine quotidienne. Pour les véhicules à traction intégrale. ",KMV6V7442 required ,KMV6V7442 requis,,,654.54,1,102
9189,2025,C90M,WXTF85AA00,KMV6V7442,Wireless Charger - harness kit,Chargeur sans fil - kit harnais,"Charge your Qi enabled smartphone with our Wireless Charging Pad! Simply place your phone on the charging pad until the indicator light turns green, then go about your daily routine. For AWD vehicles. ","Rechargez votre smartphone compatible Qi avec notre chargeur sans fil! Placez simplement votre téléphone sur le chargeur jusqu'à ce que le voyant devienne vert, puis suivez votre routine quotidienne. Pour les véhicules à traction intégrale. ",KAAA66CHXD required ,KAAA66CHXD requis,,,66.29,0,102
9190,2025,C90M,WXTF85AA00,C9N1W3580,First Aid Kit,Trousse de premiers soins,Keep your family safe at home or on the road.  ,Protégez votre famille à la maison et sur la route.  ,,,,FALSE,49.95,0,901
9191,2025,C90M,WXTF85AA00,C9N1W3800,Roadside Assistance Kit,Trousse d'assistance routière,"Be prepared with our Roadside Assistance Kit. Includes a folding reflective triangle, flashlight with batteries, dial tire pressure gauge, emergency blanket, rain poncho, cotton gloves, shop towel, and a multi-function tool. ","Soyez prêt à toute éventualité avec la trousse d’assistance routière. Comprend un triangle réfléchissant pliable, une lampe de poche avec piles, un manomètre de pression de pneus, une couverture d’urgence, un imperméable poncho, des gants de coton, une serviette d’atelier et un outil multifonction. ",,,,FALSE,89.95,0,901
9192,2025,C90M,WXTF85AA00,KMV6V9211,Pet Seatbelt Harness,Harnais de sécurité pour animaux de compagnie,Drive in confidence with our Pet Seatbelt Harness. It helps you maintain focus on the road and helps keep your furry family members safely in place.,Conduisez en toute confiance avec notre harnais ceinture de sécurité pour animaux de compagnie. Il vous aide à rester concentré sur la route et à maintenir vos compagnons à quatre pattes en sécurité.,,,,TRUE,62.16,0,503
9193,2025,C90M,WXTF85AA00,KMV6V1350,Retractable Cargo Cover,Couvre-bagages rétractable,"Keep your valuables out of view from prying eyes. Our cargo cover is easy to install, remove or retract when full cargo access is needed. ","Gardez vos objets de valeur à l’abri des regards. Notre cache-bagages se pose, se retire et se replie en un tournemain, pour faciliter le chargement. ",,,,FALSE,243.32,0.1,705
9194,2025,C90M,WXTF85AA00,KMV6V0530,Cargo Net,Filet d’espace de chargement,"Keep your stuff from rolling around your trunk with the cargo net. Secure groceries, sports equipment and other loose items while also keeping them handy. ",Empêchez les objets de rouler dans votre coffre grâce à notre filet à bagages. Fixez solidement votre articles en vrac tout en les gardant à portée de main. ,,,,FALSE,99.66,0.1,705
9197,2025,C90M,WXTF85AA00,KMV6V1360,Soft Bumper Guard,Protège pare-chocs souple,Help protect your Mazda from scratches when packing and unpacking your cargo with our Soft Bumper Guard. It can be connected to the carpet cargo area and folds up easily for storage as well. ,Protégez votre Mazda  des rayures lorsque vous emballez et déballez votre cargaison grâce à notre pare-chocs souple. Il peut être connecté au tapis de l'espace de chargement et se plie facilement pour être rangé. , ,  ,,FALSE,104.85,0.1,705
9198,2025,C90M,WXTF85AA00,C9N1V9510,Cargo Blocks,Blocs de cargaison,"Secure your groceries, sports equipment and other loose items while keeping them handy for easy access. ","Sécurisez vos courses, vos équipements de sport et autres articles en vrac tout en les gardant à portée de main pour un accès facile. ",,,,FALSE,74.04,0,504
9199,2025,C90M,WXTF85AA00,KMV6V1370,Door Sill Trim Plates - Illuminated,Plaques de seuil de porte - Illuminées,Dress up your vehicle with these stylish illuminated scuff plates. Light your way every time you step in or out of your vehicle.  ,Ajoutez une touche de raffinement à votre véhicule avec ces élégantes plaques de seuil éclairées. Éclairez la voie chaque fois que vous entrez ou sortez de votre véhicule. , , ,,,559.93,0.4,503
9200,2025,C90M,WXTF85AA00,KMV6V3840,Roof Rack - Cross Bars (Silver),Porte-bagages de toit - Barres transversales Arge,"It's easy to conveniently stow your gear with the Roof Rack and lifestyle attachments. There's plenty of room and options for fun, road-bound adventures. Roof Rails and Crossbars sold separately. All attachments require Roof Rails and Crossbars. Roof Rack Attachment sold separately. Load capacity up to 95kgs. ",Il est facile de ranger votre équipement de manière pratique avec le porte-bagages de toit et les accessoires de style de vie. Il y a beaucoup de place et d'options pour des aventures amusantes sur la route. Rails de toit et barres transversales sont vendus séparément. Tous les accessoires nécessitent des rails de toit et des barres transversales. Fixation de galerie de toit vendue séparémen,,,,TRUE,642.42,0.3,701
9201,2025,C90M,WXTF85AA00,C9N1V3854,Roof Rack - Bike Carrier,Porte-bagages de toit - Porte-vélo,Each carrier holds one bicycle. ,Chaque porte-bicyclette permet de transporter un vélo. ,,,,FALSE,439.9,0.3,702
9202,2025,C90M,WXTF85AA00,C9N1V3851,Roof Rack - Ski/Snow Carrier,Porte-bagages toit - Porte-skis/planches à neige,"The sporty, convenient ski/snowboard carrier lets you load up to four snowboards or six pairs of skis. Requires roof rack. ",Ce pratique porte-skis et planches à neige vous permet de transporter jusqu’à 4 planches à neige ou 6 paires de skis. Porte-bagage de toit requis. ,,,,FALSE,529.95,0.3,702
9203,2025,C90M,WXTF85AA00,C9N2V3855,Roof Rack - Kayak Carrier,Porte-bagages de toit - Porte-kayak,Easily transport your kayak with the roof rack-mounted kayak carrier. Requires roof rack. ,Transportez facilement votre kayak avec le porte-kayak de toit. Porte-bagage de toit requis. ,,,,FALSE,449.95,0.4,702
9204,2025,C90M,WXTF85AA00,C9N1V3861,Roof Rack - Cargo Box,Porte-bagages de toit - Coffre à bagages,"Keep all your gear safely stowed away with our streamlined cargo box, featuring a matte black finish and locking latch. Requires roof rack. ",Rangez votre équipement de façon sécuritaire grâce à notre malle de toit profilée au fini noir mat avec loquet de verrouillage. Porte-bagage de toit requis. ,,,,FALSE,979.95,0.4,702
9205,2025,C90M,WXTF85AA00,KMV6V3920,Trailer Hitch,Attelage de remorque,Pull your toys to your favourite destination with this receiver designed especially for your vehicle.  ,Tirez vos jouets vers votre destination préférée avec ce récepteur conçu spécialement pour votre véhicule. ,"Up to 5,000 pounds of towing capacity  ",Jusqu'à 5 000 livres de capacité de remorquage ,150,TRUE,781.03,0.5,703
9206,2025,C90M,WXTF85AA00,KMV6V7780,Trailer Hitch - Harness 7 pin,Attelage de remorque - Faisceau de fils 7 broches,7-pin Wire harness. ,Faisceau de câbles à 7 broches, ,,,TRUE,324.66,0.5,703
9207,2025,C90M,WXTF85AA00,C9N2V3940,Bike Carrier (4-Bikes),Porte-vélos pour attelage de remorque -4 vélos,Bring up to two bicycles to your favourite destination with the bicycle carrier hitch mount. Accessory hitch required & sold separately. ,Apportez jusqu’à deux vélos à votre destination préférée avec le porte-bicyclettes pour attelage de remorque. Le bras articulé vous permet d’accéder facilement au hayon pour l’ouvrir. Attelage de remorque vendu séparément.  ,,,,FALSE,499.95,0.2,704
9208,2025,C90M,WXTF85AA00,C9N1V3940,Bike Carrier (2-Bikes),Porte-vélos pour attelage de remorque - 2 vélos,Bring up to two bicycles to your favourite destination with the bicycle carrier hitch mount. Accessory hitch required & sold separately. ,Apportez jusqu’à deux vélos à votre destination préférée avec le porte-bicyclettes pour attelage de remorque. Le bras articulé vous permet d’accéder facilement au hayon pour l’ouvrir. Attelage de remorque vendu séparément.  ,,,,FALSE,429.95,0.2,704
9209,2025,C90M,WXTF85AA00,C9N1V3922,Tow Hitch Drawbar,Barre d’attelage de remorquage,The Mazda Tow Hitch Drawbar is a must-have accessory for towing. It includes a sturdy ball mount that attaches to your vehicle's hitch receiver. (Ball sold separately). ,La barre d’attelage de remorquage Mazda est un accessoire indispensable pour le remorquage. Il comprend un support à billes robuste qui se fixe au récepteur d’attelage de votre véhicule. (Balle vendue séparément). ,  ,,,FALSE,126.29,0,703
9210,2025,C90M,WXTF85AA00,C9N1V7782,Tow Brake Controller,Contrôleur de frein de remorquage,"Our Brake Controller communicates with the brake system of your Mazda CX-90 to help instill confidence and stability when braking while towing. Controls all brake settings with a simple push-button rotary knob. Clean, dash-mounted, OEM-style user interface with 10 tri-color LEDs. Image shows Trailer Hitch, Harness, Tow Ball Mount and Brake Controller.","Notre contrôleur de freins communique avec le système de freinage de votre Mazda CX-90 pour vous aider à instaurer la confiance et la stabilité lors du freinage pendant le remorquage. Contrôle tous les paramètres de freinage à l'aide d'un simple bouton rotatif. Interface utilisateur propre, montée sur le tableau de bord, de style constructeur, avec 10 LED tricolores. L'image montre l'attelage de r",  ,,,FALSE,384.99,0.5,703
9211,2025,C90M,WXTF85AA00,KMV6V3450,Splash Guard - Front (Matte Black),Garde-boue - Avant (Noir mat),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,125.44,0.3,302
9212,2025,C90M,WXTF85AA00,KMV6V3460,Splash Guard - Rear (Matte Black),Garde-boue - Arrière (Noir mat),Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,125.44,0.3,302
9213,2025,C90M,WXTF85AA00,000088120DPB,Wheel Locks - 21mm,Écrous de roues antivol - 21mm,Protect your investment and help keep your alloy wheels safe from theft with our custom-keyed wheel locks.  ,Protégez votre investissement et éloignez les voleurs de vos jantes en alliage avec nos verrous de roue ajustés sur mesure.  ,,,,TRUE,45.58,0.2,305
9214,2025,C90M,WXTF85AA00,C9N2V9740,Wheel Locks -Black (2-Hex),Écrous de roues antivol - noirs (2 hexagonaux),Protect your investment and help keep your alloy wheels safe from theft with our custom-keyed wheel locks.  Package Qty of 4. ,Protégez votre investissement et éloignez les voleurs de vos jantes en alliage avec nos verrous de roue ajustés sur mesure.  Quantité par paquet de 4. ,,,,FALSE,92.95,0.1,305
9215,2025,C90M,WXTF85AA00,000088016446V,Touch-Up Paint Pen-Soul Red Crystal Metallic (46V),Crayon ret-peinture -Rouge vibrant cristal (46V),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Soul Red Crystal Metallic (46V) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Rouge vibrant cristal métallisé (46V) de votre véhicule. ,,,,FALSE,18.5,0,903
9216,2025,C90M,WXTF85AA00,KMV6V4131,"PROTECTION FILM-HOOD NOSE, HOOD, FENDERS, MIRRORS","FILM DE PROTECTION-NEZ DE CAPOT, CAPOT, AILES, RÉT", , ,,,,,364.07,0.6,903
9217,2025,C90M,WXTF85AA00,KMV6V4132,"PROTECTION FILM-DOOR CUPS, DOOR EDGES","FILM DE PROTECTION-COUPELLES DE PORTE, BORDS DE PO", , ,,,,,79.42,0.3,903
